英単語,日本語意味,英語意味
loan,ローン,the temporary provision of money (usually at interest)
local,地元,public transport consisting of a bus or train that stops at all stations or stops
locate,見つけます,discover the location of; determine the place of; find by searching or examining
location,ロケーション,a point or extent in space
lock,ロック,a fastener fitted to a door or drawer to keep it firmly closed
long,長いです,desire strongly or persistently
long-term,長期,relating to or extending over a relatively long time
look,外観,the feelings expressed on a person's face
loose,緩いです,grant freedom to; free from confinement
lose,失う,"fail to keep or to maintain; cease to have, either physically or in an abstract sense"
loss,損失,something that is lost
lost,失われました,people who are destined to die soon
lot,たくさん,(often followed by `of') a large number or amount or extent
lots,たくさんの,a large number or amount
loud,うるさいです,characterized by or producing sound of great volume or intensity
love,愛,a strong positive emotion of regard and affection
lovely,美しい,a very pretty girl who works as a photographer's model
lover,恋人,a person who loves someone or is loved by someone
low,低いです,an air mass of lower pressure; often brings precipitation
lower,下,the lower of two berths
luck,幸運,your overall circumstances or condition in life (including everything that happens to you)
lucky,幸運な,occurring by chance
lunch,ランチ,a midday meal
lung,肺,either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood
machine,機械,any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks
mad,怒っ,roused to anger; - Mark Twain
magazine,マガジン,a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it
mail,郵便物,the bags of letters and packages that are transported by the postal service
main,メイン,any very large body of (salt) water
mainly,主に,for the most part
maintain,維持します,"keep in a certain state, position, or activity; e.g.,"
maintenance,メンテナンス,activity involved in maintaining something in good working order
major,主要な,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain
majority,大多数,the property resulting from being or relating to the greater in number of two parts; the main part
make,メイク,a recognizable kind
maker,メーカ,a person who makes things
makeup,化粧,cosmetics applied to the face to improve or change your appearance
male,男性,an animal that produces gametes (spermatozoa) that can fertilize female gametes (ova)
mall,モール,a public area set aside as a pedestrian walk
man,おとこ,an adult person who is male (as opposed to a woman)
manage,管理します,be successful; achieve a goal
management,管理,the act of managing something
manager,マネージャー,someone who controls resources and expenditures
manner,やり方,how something is done or how it happens
manufacturer,メーカー,a business engaged in manufacturing some product
manufacturing,加工,the act of making something (a product) from raw materials
many,たくさんの,a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number
map,地図,a diagrammatic representation of the earth's surface (or part of it)
margin,マージン,the boundary line or the area immediately inside the boundary
mark,マーク,a number or letter indicating quality (especially of a student's performance)
market,市場,the world of commercial activity where goods and services are bought and sold
marketing,マーケティング,the exchange of goods for an agreed sum of money
marriage,結婚,the state of being a married couple voluntarily joined for life (or until divorce)
married,既婚,a person who is married
marry,結婚します,take in marriage
mask,マスク,a covering to disguise or conceal the face
mass,質量,the property of a body that causes it to have weight in a gravitational field
massive,大規模な,imposing in size or bulk or solidity
master,主人,an artist of consummate skill
match,一致,lighter consisting of a thin piece of wood or cardboard tipped with combustible chemical; ignites with friction
material,材料,the tangible substance that goes into the makeup of a physical object
math,数学,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement
matter,案件,a vaguely specified concern
may,五月,the month following April and preceding June
maybe,多分,by chance
mayor,市長,the head of a city government
me,私に,a state in New England
meal,お食事,the food served and eaten at one time
mean,平均,an average of n numbers computed by adding some function of the numbers and dividing by some function of n
meaning,意味,the message that is intended or expressed or signified
meanwhile,その間に,"the time between one event, process, or period and another"
measure,対策,any maneuver made as part of progress toward a goal
measurement,測定,the act or process of assigning numbers to phenomena according to a rule
meat,お肉,the flesh of animals (including fishes and birds and snails) used as food
mechanism,機構,the atomic process that occurs during a chemical reaction
media,メディア,a means or instrumentality for storing or communicating information
medical,医療の,a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person
medication,投薬,(medicine) something that treats or prevents or alleviates the symptoms of disease
medicine,薬,the branches of medical science that deal with nonsurgical techniques
medium,中,a means or instrumentality for storing or communicating information
meet,会います,a meeting at which a number of athletic contests are held
meeting,会議,a formally arranged gathering
member,メンバー,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)
membership,メンバーシップ,the body of members of an organization or group
memory,メモリ,something that is remembered
mental,メンタル,involving the mind or an intellectual process
mention,言及,a remark that calls attention to something or someone
menu,メニュー,a list of dishes available at a restaurant
mere,ほんの,a small pond of standing water
merely,単に,and nothing more
mess,乱雑,a state of confusion and disorderliness
message,メッセージ,a communication (usually brief) that is written or spoken or signaled
metal,金属,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.
meter,メートル,the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)
method,方法,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)"
Mexican,メキシコ,a native or inhabitant of Mexico
middle,中間,an area that is approximately central within some larger region
might,かもしれません,physical strength
military,軍事的,the military forces of a nation
milk,ミルク,a white nutritious liquid secreted by mammals and used as food by human beings
million,百万,the number that is represented as a one followed by 6 zeros
mind,マインド,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason
mine,私の,excavation in the earth from which ores and minerals are extracted
minister,牧師,a person authorized to conduct religious worship
minor,マイナー,a young person of either sex
minority,少数,a group of people who differ racially or politically from a larger group of which it is a part
minute,分,a unit of time equal to 60 seconds or 1/60th of an hour
miracle,奇跡,any amazing or wonderful occurrence
mirror,鏡,polished surface that forms images by reflecting light
miss,お嬢,a young woman
missile,ミサイル,a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control
mission,ミッション,an organization of missionaries in a foreign land sent to carry on religious work
mistake,間違い,a wrong action attributable to bad judgment or ignorance or inattention
mix,ミックス,a commercially prepared mixture of dry ingredients
mixture,混合,(chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding)
mode,モード,how something is done or how it happens
model,モデル,a hypothetical description of a complex entity or process
moderate,適度,a person who takes a position in the political center
modern,近代的,a contemporary person
modest,控えめ,marked by simplicity; having a humble opinion of yourself
mom,ママ,informal terms for a mother
moment,瞬間,a particular point in time
money,お金,the most common medium of exchange; functions as legal tender
monitor,モニター,someone who supervises (an examination)
month,月,one of the twelve divisions of the calendar year
mood,気分,a characteristic (habitual or relatively temporary) state of feeling
moon,月,the natural satellite of the Earth
moral,道徳の,the significance of a story or event
more,もっと,"English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state"
moreover,又,in addition
morning,朝,the time period between dawn and noon
mortgage,モーゲージ,a conditional conveyance of property as security for the repayment of a loan
most,最も,(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number
mostly,大半,in large part; mainly or chiefly
mother,母,a woman who has given birth to a child (also used as a term of address to your mother)
motion,モーション,the use of movements (especially of the hands) to communicate familiar or prearranged signals
motivation,動機,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior
motor,モーター,machine that converts other forms of energy into mechanical energy and so imparts motion
mount,マウント,a lightweight horse kept for riding only
mountain,山,a land mass that projects well above its surroundings; higher than a hill
mouse,マウス,any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails
mouth,口,the opening through which food is taken in and vocalizations emerge
move,動き,the act of deciding to do something
movement,移動,a change of position that does not entail a change of location
movie,映画,a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
Mr,氏,a form of address for a man
Mrs,夫人,a form of address for a married woman
Ms,MS,a chronic progressive nervous disorder involving loss of myelin sheath around certain nerve fibers
much,はるかに,a great amount or extent
multiple,複数,the product of a quantity by an integer
murder,殺人,unlawful premeditated killing of a human being by a human being
muscle,筋,one of the contractile organs of the body
museum,博物館,a depository for collecting and displaying objects having scientific or historical or artistic value
music,音楽,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner
musical,ミュージカル,a play or film whose action and dialogue is interspersed with singing and dancing
musician,音楽家,someone who plays a musical instrument (as a profession)
Muslim,イスラム教徒,a believer in or follower of Islam
must,必見,a necessary or essential thing
mutual,相互,common to or shared by two or more parties
mystery,神秘,something that baffles understanding and cannot be explained
myth,神話,a traditional story accepted as history; serves to explain the world view of a people
naked,裸,completely unclothed
name,名前,a language unit by which a person or thing is known
narrative,説話,a message that tells the particulars of an act or occurrence or course of events; presented in writing or drama or cinema or as a radio or television program
narrow,狭い,a narrow strait connecting two bodies of water
nation,国家,a politically organized body of people under a single government
national,国民,a person who owes allegiance to that nation
native,ネイティブ,an indigenous person who was born in a particular place
natural,ナチュラル,someone regarded as certain to succeed
naturally,当然,as might be expected
nature,自然,the essential qualities or characteristics by which something is recognized
near,近く,move towards
nearby,近所の,close at hand
nearly,ほとんど,(of actions or states) slightly short of or not quite accomplished; all but
necessarily,必ずしも,in an essential manner
necessary,必要,anything indispensable
neck,首,the part of an organism (human or animal) that connects the head to the rest of the body
need,必要,a condition requiring relief
negative,負,a reply of denial
negotiate,交渉します,discuss the terms of an arrangement
negotiation,ネゴシエーション,a discussion intended to produce an agreement
neighbor,隣人,a person who lives (or is located) near another
neighborhood,ご近所,a surrounding or nearby region
neither,どちらもありません,not either; not one or the other
nerve,神経,any bundle of nerve fibers running to various organs and tissues of the body
nervous,ナーバス,easily agitated
net,ネット,a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange
network,通信網,an interconnected system of things or people
never,決して,not ever; at no time in the past or future
nevertheless,それにもかかわらず,despite anything to the contrary (usually following a concession)
new,新着,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
newly,新しく,very recently
news,ニュース,information about recent and important events
newspaper,新聞,a daily or weekly publication on folded sheets; contains news and articles and advertisements
next,次,immediately following in time or order
nice,すてきな,a city in southeastern France on the Mediterranean; the leading resort on the French Riviera
night,夜,the time after sunset and before sunrise while it is dark outside
nine,九つ,the cardinal number that is the sum of eight and one
no,番号,a negative
nobody,だれも,a person of no influence
nod,うなずき,a sign of assent or salutation or command
noise,ノイズ,sound of any kind (especially unintelligible or dissonant sound)
nomination,指名,the act of officially naming a candidate
none,なし,a canonical hour that is the ninth hour of the day counting from sunrise
nonetheless,それにもかかわらず,despite anything to the contrary (usually following a concession)
normal,正常,something regarded as a normative example
normally,通常は,under normal conditions
north,北,the region of the United States lying to the north of the Mason-Dixon line
northern,北方,a dialect of Middle English that developed into Scottish Lallans
nose,鼻,the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals
not,ではありません,negation of a word or group of words
note,注意,a brief written record
nothing,何も,a quantity of no importance
notice,通知,"an announcement containing information about an event; ; ; ""a notice of sale"
notion,概念,a vague idea in which some confidence is placed
novel,小説,an extended fictional work in prose; usually in the form of a story
now,今,the momentary present
nowhere,どこにも,an insignificant place
nuclear,核の,(weapons) deriving destructive energy from the release of atomic energy
number,数,the property possessed by a sum or total or indefinite quantity of units or individuals
numerous,数々,amounting to a large indefinite number
nurse,ナース,one skilled in caring for young children or the sick (usually under the supervision of a physician)
nut,ナット,usually large hard-shelled seed
object,オブジェクト,a tangible and visible entity; an entity that can cast a shadow
objective,目的,the goal intended to be attained (and which is believed to be attainable)
obligation,義務,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr
observation,観察,the act of making and recording a measurement
observe,観察する,"discover or determine the existence, presence, or fact of"
observer,観察者,a person who becomes aware (of things or events) through the senses
obtain,入手します,come into possession of
obvious,明らか,easily perceived by the senses or grasped by the mind
obviously,明らかに,unmistakably (`plain' is often used informally for `plainly')
occasion,時,an event that occurs at a critical time
occasionally,時には,now and then or here and there
occupation,職業,the principal activity in your life that you do to earn money
occupy,占める,keep busy with
occur,発生する,come to pass
ocean,海洋,a large body of water constituting a principal part of the hydrosphere
odd,奇妙な,not divisible by two
odds,オッズ,the likelihood of a thing occurring rather than not occurring
off,オフ,kill intentionally and with premeditation
offense,犯罪,a lack of politeness; a failure to show regard for others; wounding the feelings or others
offensive,攻撃,the action of attacking an enemy
offer,提供,the verbal act of offering
office,オフィス,place of business where professional or clerical duties are performed
officer,役員,any person in the armed services who holds a position of authority or command
official,公式,a worker who holds or is invested with an office
often,しばしば,many times at short intervals
oh,ああ,a midwestern state in north central United States in the Great Lakes region
oil,油,a slippery or viscous liquid or liquefiable substance not miscible with water
ok,OK,a state in south central United States
okay,はい,an endorsement
old,古い,past times (especially in the phrase `in days of old')
Olympic,オリンピック,of or relating to the Olympic Games
on,オン,in operation or operational
once,一度,on one occasion
one,1,the smallest whole number or a numeral representing this number
ongoing,現在進行中,currently happening
onion,玉ねぎ,the bulb of an onion plant
online,オンライン,on a regular route of a railroad or bus or airline system
only,のみ,being the only one; single and isolated from others
open,開いた,a clear or unobstructed space or expanse of land or water
opening,オープニング,an open or empty space in or between things
operate,操作します,"direct or control; projects, businesses, etc."
operating,オペレーティング,"direct or control; projects, businesses, etc."
operation,操作,the state of being in effect or being operative
operator,オペレーター,(mathematics) a symbol or function representing a mathematical operation
opinion,意見,a personal belief or judgment that is not founded on proof or certainty
opponent,相手,a contestant that you are matched against
opportunity,機会,a possibility due to a favorable combination of circumstances
oppose,反対します,be against; express opposition to
opposite,逆の,"a word that expresses a meaning opposed to the meaning of another word, in which case the two words are antonyms of each other"
opposition,反対,the action of opposing something that you disapprove or disagree with
option,オプション,the right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited
or,若しくは,a state in northwestern United States on the Pacific
orange,オレンジ,round yellow to orange fruit of any of several citrus trees
order,注文,"(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed"
ordinary,一般,a judge of a probate court
organic,オーガニック,a fertilizer that is derived from animal or vegetable matter
organization,組織,a group of people who work together
organize,整理,create (as an entity)
orientation,オリエンテーション,the act of orienting
origin,原点,"the place where something begins, where it springs into being"
original,元の,"an original creation (i.e., an audio recording) from which copies can be made"
originally,元々,in an original manner
other,他の,not the same one or ones already mentioned or implied; - the White Queen
otherwise,そうでなければ,other than as supposed or expected
out,アウト,(baseball) a failure by a batter or runner to reach a base safely in baseball
outcome,結果,something that results
outside,外側,the region that is outside of something
oven,オーブン,kitchen appliance used for baking or roasting
over,オーバー,(cricket) the division of play during which six balls are bowled at the batsman by one player from the other team from the same end of the pitch
overall,全体,(usually plural) work clothing consisting of denim trousers (usually with a bib and shoulder straps)
overcome,打ち勝ちます,win a victory over
overlook,見落とします,a high place affording a good view
owe,負います,be obliged to pay or repay
own,自分の,have ownership or possession of
owner,オーナー,(law) someone who owns (is legal possessor of) a business
pace,ペース,the rate of moving (especially walking or running)
pack,パック,a large indefinite number
package,パッケージ,a collection of things wrapped or boxed together
page,ページ,one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains
pain,痛み,a symptom of some physical hurt or disorder
painful,痛いです,causing physical or psychological pain
paint,ペイント,a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating
painter,画家,an artist who paints
painting,ペインティング,graphic art consisting of an artistic composition made by applying paints to a surface
pair,ペア,a set of two similar things considered as a unit
pale,淡いです,a wooden strip forming part of a fence
Palestinian,パレスチナ,a descendant of the Arabs who inhabited Palestine
palm,手のひら,the inner surface of the hand from the wrist to the base of the fingers
pan,パン,cooking utensil consisting of a wide metal vessel
panel,パネル,sheet that forms a distinct (usually flat and rectangular) section or component of something
pant,パンツ,the noise made by a short puff of steam (as from an engine)
paper,論文,a material made of cellulose pulp derived mainly from wood or rags or certain grasses
parent,親,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian
park,パーク,a large area of land preserved in its natural state as public property
parking,パーキング,space in which vehicles can be parked
part,部,something determined in relation to something that includes it
participant,参加者,someone who takes part in an activity
participate,参加します,share in something
participation,参加,the act of sharing in the activities of a group
particular,特定の,a fact about some part (as opposed to general)
particularly,特に,to a distinctly greater extent or degree than is common
partly,一部に,in part; in some degree; not wholly
partner,相棒,a person's partner in marriage
partnership,パートナーシップ,the members of a business venture created by contract
party,パーティー,an organization to gain political power
pass,パス,(baseball) an advance to first base by a batter who receives four balls
passage,通路,the act of passing from one state or place to the next
passenger,旅客,a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it
passion,情熱,a strong feeling or emotion
past,過去,the time that has elapsed
patch,パッチ,a small contrasting part of something
path,道,a course of conduct
patient,患者,a person who requires medical care
pattern,パターン,a perceptual structure
pause,休止,a time interval during which there is a temporary cessation of something
pay,支払う,something that remunerates
payment,支払い,a sum of money paid or a claim discharged
PC,パーソナルコンピュータ,a small digital computer based on a microprocessor and designed to be used by one person at a time
peace,平和,the state prevailing during the absence of war
peak,ピーク,the most extreme possible amount or value
peer,仲間,a person who is of equal standing with another in a group
penalty,ペナルティ,the act of punishing
people,人,(plural) any group of human beings (men or women or children) collectively
pepper,コショウ,climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam
perceive,気付きます,to become aware of through the senses
percentage,パーセンテージ,a proportion in relation to a whole (which is usually the amount per hundred)
perception,知覚,the representation of what is perceived; basic component in the formation of a concept
perfect,パーフェクト,a tense of verbs used in describing action that has been completed (sometimes regarded as perfective aspect)
perfectly,完全に,completely and without qualification; used informally as intensifiers
perform,行います,carry out or perform an action
performance,演奏,a dramatic or musical entertainment
perhaps,多分,by chance
period,限目,an amount of time
permanent,恒久,a series of waves in the hair made by applying heat and chemicals
permission,許可,approval to do something
permit,許可,a legal document giving official permission to do something
person,人,a human being
personal,個人的な,a short newspaper article about a particular person or group
personality,人,"the complex of all the attributes--behavioral, temperamental, emotional and mental--that characterize a unique individual"
personally,自ら,as yourself
personnel,人員,group of people willing to obey orders
perspective,展望,a way of regarding situations or topics etc.
persuade,言い聞かせる,win approval or support for
pet,ペット,a domesticated animal kept for companionship or amusement
phase,段階,any distinct time period in a sequence of events
phenomenon,現象,any state or process known through the senses rather than by intuition or reasoning
philosophy,哲学,a belief (or system of beliefs) accepted as authoritative by some group or school
phone,電話,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds
photo,写真,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material
photograph,写真,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material
photographer,写真家,someone who takes photographs professionally
phrase,句,an expression consisting of one or more words forming a grammatical constituent of a sentence
physical,物理的,involving the body as distinguished from the mind or spirit
physically,物理的に,in accord with physical laws
physician,医師,a licensed medical practitioner
piano,ピアノ,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds
pick,ピック,the person or thing chosen or selected
picture,画像,a visual representation (of an object or scene or person or abstraction) produced on a surface
pie,パイ,dish baked in pastry-lined pan often with a pastry top
piece,ピース,a separate part of a whole
pile,パイル,a collection of objects laid on top of each other
pilot,パイロット,someone who is licensed to operate an aircraft in flight
pine,パイン,a coniferous tree
pink,ピンク,a light shade of red
pipe,パイプ,a tube with a small bowl at one end; used for smoking tobacco
pitch,ピッチ,the property of sound that varies with variation in the frequency of vibration
place,場所,a point located with respect to surface features of some region
plan,予定,a series of steps to be carried out or goals to be accomplished
plane,飛行機,an aircraft that has a fixed wing and is powered by propellers or jets
planet,惑星,"(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction"
planning,プランニング,an act of formulating a program for a definite course of action
plant,工場,buildings for carrying on industrial labor
plastic,プラスチック,generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives
plate,プレート,(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score
platform,プラットホーム,a raised horizontal surface
play,演奏する,a dramatic work intended for performance by actors on a stage
player,プレーヤー,a person who participates in or is skilled at some game
please,お願いします,give pleasure to or be pleasing to
pleasure,喜び,a fundamental feeling that is hard to define but that people desire to experience
plenty,豊富,a full supply
plot,プロット,a secret scheme to do something (especially something underhand or illegal)
plus,プラス,a useful or valuable quality
PM,PM,an examination and dissection of a dead body to determine cause of death or the changes produced by disease
pocket,ポケット,a small pouch inside a garment for carrying small articles
poem,詩,a composition written in metrical feet forming rhythmical lines
poet,詩人,a writer of poems (the term is usually reserved for writers of good poetry)
poetry,詩,literature in metrical form
point,ポイント,a geometric element that has position but no extension
pole,ポール,a long (usually round) rod of wood or metal or plastic
police,警察,the force of policemen and officers
policy,ポリシー,a plan of action adopted by an individual or social group
political,政治的,involving or characteristic of politics or parties or politicians; - Daniel Goleman
politically,政治的に,with regard to social relationships involving authority
politician,政治家,a leader engaged in civil administration
politics,政治,social relations involving intrigue to gain authority or power
poll,投票,an inquiry into public opinion conducted by interviewing a random sample of people
pollution,汚染,undesirable state of the natural environment being contaminated with harmful substances as a consequence of human activities
pool,プール,an excavation that is (usually) filled with water
poor,貧しいです,people without possessions or wealth (considered as a group)
pop,ポップ,an informal term for a father; probably derived from baby talk
popular,人気のあります,"regarded with great favor, approval, or affection especially by the general public"
population,人口,the people who inhabit a territory or state
porch,ポーチ,a structure attached to the exterior of a building often forming a covered entrance
port,港,a place (seaport or airport) where people and merchandise can enter or leave a country
portion,部分,something determined in relation to something that includes it
portrait,肖像画,a word picture of a person's appearance and character
portray,描写,portray in words
pose,ポーズ,affected manners intended to impress others
position,ポジション,the particular portion of space occupied by something
positive,ポジティブ,"the primary form of an adjective or adverb; denotes a quality without qualification, comparison, or relation to increase or diminution"
possess,所有します,a temporary police force
possibility,可能性,a future prospect or potential
possible,可能,something that can be done
possibly,おそらく,by chance
post,役職,the position where someone (as a guard or sentry) stands or is assigned to stand
pot,ポット,metal or earthenware cooking vessel that is usually round and deep; often has a handle and lid
potato,じゃがいも,an edible tuber native to South America; a staple food of Ireland
potential,潜在的な,the inherent capacity for coming into being
potentially,潜在的に,with a possibility of becoming actual
pound,ポンド,16 ounces avoirdupois
pour,注ぐ,cause to run
poverty,貧困,the state of having little or no money and few or no material possessions
powder,パウダー,a solid substance in the form of tiny loose particles; a solid that has been pulverized
power,パワー,possession of controlling influence
powerful,強いです,having great power or force or potency or effect
practical,実用的,concerned with actual use or practice
practice,練習,a customary way of operation or behavior
pray,祈る,"address a deity, a prophet, a saint or an object of worship; say a prayer"
prayer,祈り,the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving)
precisely,ちょうど,indicating exactness or preciseness
predict,予測します,make a prediction about; tell in advance
prefer,好む,like better; value more highly
preference,優先,a strong liking
pregnancy,妊娠,the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus
pregnant,妊娠しています,carrying developing offspring within the body or being about to produce new life
preparation,準備,the activity of putting or setting in order in advance of some act or purpose
prepare,作ります,"make ready or suitable or equip in advance for a particular purpose or for some use, event, etc"
prescription,処方,directions prescribed beforehand; the action of prescribing authoritative rules or directions
presence,プレゼンス,the state of being present; current existence
present,現在,the period of time that is happening now; any continuous stretch of time including the moment of speech
presentation,プレゼンテーション,the activity of formally presenting something (as a prize or reward)
preserve,保存します,a domain that seems to be specially reserved for someone
president,大統領,an executive officer of a firm or corporation
presidential,大統領の,relating to a president or presidency
press,押す,the state of demanding notice or attention
pressure,圧力,the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit)
pretend,偽ります,the enactment of a pretense
pretty,可愛い,pleasing by delicacy or grace; not imposing
prevent,防ぐ,keep from happening or arising; make impossible
previous,前,just preceding something else in time or order
previously,以前に,at an earlier time or formerly
price,価格,the property of having material worth (often indicated by the amount of money something would bring if sold)
pride,誇り,a feeling of self-respect and personal worth
priest,祭司,a clergyman in Christian churches who has the authority to perform or administer various religious rites; one of the Holy Orders
primarily,主に,for the most part
primary,主要,a preliminary election where delegates or nominees are chosen
prime,プライム,a number that has no factor but itself and 1
principal,主要な,the original amount of a debt on which interest is calculated
principle,原理,a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct
print,プリント,"the text appearing in a book, newspaper, or other printed publication"
prior,事前,the head of a religious order; in an abbey the prior is next below the abbot
priority,優先,status established in order of importance or urgency
prison,刑務所,a correctional institution where persons are confined while on trial or for punishment
prisoner,囚人,a person who is confined; especially a prisoner of war
privacy,プライバシー,the quality of being secluded from the presence or view of others
private,民間,an enlisted man of the lowest rank in the Army or Marines
probably,多分,with considerable certainty; without much doubt
problem,問題,a state of difficulty that needs to be resolved
procedure,手順,a particular course of action intended to achieve a result
proceed,進みます,"continue talking;  he continued,"
process,処理する,a particular course of action intended to achieve a result
produce,作物,fresh fruits and vegetable grown for the market
producer,プロデューサー,someone who manufactures something
product,製品,commodities offered for sale
production,製造,the act or process of producing something
profession,職業,the body of people in a learned occupation
professional,プロフェッショナル,a person engaged in one of the learned professions
professor,教授,someone who is a member of the faculty at a college or university
profile,プロフィール,an analysis (often in graphical form) representing the extent to which something exhibits various characteristics
profit,利益,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)
program,プログラム,a series of steps to be carried out or goals to be accomplished
progress,進捗,gradual improvement or growth or development
project,事業,any piece of work that is undertaken or attempted
prominent,主要,having a quality that thrusts itself into attention
promise,約束する,a verbal commitment by one person to another agreeing to do (or not to do) something in the future
promote,プロモート,contribute to the progress or growth of
prompt,促す,a cue given to a performer (usually the beginning of the next line to be spoken)
proof,証明,any factual evidence that helps to establish the truth of something
proper,適切な,marked by suitability or rightness or appropriateness
properly,正しく,in the right manner
property,プロパティ,something owned; any tangible or intangible possession that is owned by someone
proportion,割合,the quotient obtained when the magnitude of a part is divided by the magnitude of the whole
proposal,提案,something proposed (such as a plan or assumption)
propose,提案します,"make a proposal, declare a plan for something"
proposed,提案,"make a proposal, declare a plan for something"
prosecutor,検察,a government official who conducts criminal prosecutions on behalf of the state
prospect,見込み,the possibility of future success
protect,守ります,"shield from danger, injury, destruction, or damage"
protection,保護,the activity of protecting someone or something
protein,タンパク質,any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes
protest,抗議,a formal and solemn declaration of objection
proud,誇りに思う,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride
prove,証明します,be shown or be found to be
provide,供給する,give something useful or necessary to
provider,プロバイダ,someone whose business is to supply a particular service or commodity
province,州,the territory occupied by one of the constituent administrative districts of a nation
provision,規定,a stipulated condition
psychological,心理学的,mental or emotional as opposed to physical in nature
psychologist,心理学者,a scientist trained in psychology
psychology,心理学,the science of mental life
public,公衆,people in general considered as a whole
publication,出版,a copy of a printed work offered for distribution
publicly,公に,in a manner accessible to or observable by the public; openly
publish,出版します,put into print
publisher,出版社,a firm in the publishing business
pull,引く,the act of pulling; applying force to move something toward or with you
punishment,罰,the act of punishing
purchase,購入,the acquisition of something for payment
pure,ピュア,free of extraneous elements of any kind
purpose,目的,an anticipated outcome that is intended or that guides your planned actions
pursue,求めます,carry out or participate in an activity; be involved in
push,押す,the act of applying force in order to move something away
put,置きます,the option to sell a given stock (or stock index or commodity future) at a given price before a given date
qualify,資格,prove capable or fit; meet requirements
quality,品質,an essential and distinguishing attribute of something or someone; --Shakespeare
quarter,四半期,one of four equal parts
quarterback,クォーターバック,(football) the person who plays quarterback
question,質問,an instance of questioning
quick,速いです,any area of the body that is highly sensitive to pain (as the flesh underneath the skin or a fingernail or toenail)
quickly,早く,with rapid movements
quiet,静か,a period of calm weather
quietly,静かに,with low volume
quit,終了する,put an end to a state or an activity
quite,かなり,to a degree (not used with a negative)
quote,見積もり,a punctuation mark used to attribute the enclosed text to someone else
race,人種,any competition
racial,人種的,of or related to genetically distinguished groups of people
radical,ラジカル,(chemistry) two or more atoms bound together as a single unit and forming part of a molecule
radio,無線,medium for communication
