英単語,日本語意味,英語意味
long-term,長期,relating to or extending over a relatively long time
loosely,緩く,in a relaxed manner; not rigid
lousy,お粗末,very bad
lower,下,the lower of two berths
lowland,低地,low level country
lucrative,有利,producing a sizeable profit
lush,青々,a person who drinks alcohol to excess habitually
luxurious,豪華な,displaying luxury and furnishing gratification to the senses
luxury,贅沢,something that is an indulgence rather than a necessity
lyrics,歌詞,the text of a popular song or musical-comedy number
madam,奥様,a woman of refinement
madame,マダム,title used for a married Frenchwoman
madness,狂気,obsolete terms for legal insanity
maestro,マエストロ,an artist of consummate skill
magnify,拡大],"increase in size, volume or significance"
major,主要な,a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain
make,メイク,a recognizable kind
malady,疾病,any unwholesome or desperate condition
malaria,マラリア,an infective disease caused by sporozoan parasites that are transmitted through the bite of an infected Anopheles mosquito; marked by paroxysms of chills and fever
mama,ママ,informal terms for a mother
mango,マンゴー,large evergreen tropical tree cultivated for its large oval fruit
manipulate,操ります,influence or control shrewdly or deviously
mansion,邸宅,(astrology) one of 12 equal areas into which the zodiac is divided
manual,マニュアル,a small handbook
manufacture,製造,the organized action of making of goods and services for sale
manufacturer,メーカー,a business engaged in manufacturing some product
manufacturing,加工,the act of making something (a product) from raw materials
marathon,マラソン,any long and arduous undertaking
margin,マージン,the boundary line or the area immediately inside the boundary
marketing,マーケティング,the exchange of goods for an agreed sum of money
mask,マスク,a covering to disguise or conceal the face
mass,質量,the property of a body that causes it to have weight in a gravitational field
massacre,虐殺,the savage and excessive killing of many people
massage,マッサージ,kneading and rubbing parts of the body to increase circulation and promote relaxation
masseur,按摩,a male massager
master,主人,an artist of consummate skill
masterpiece,傑作,the most outstanding work of a creative artist or craftsman
mastery,熟達,great skillfulness and knowledge of some subject or activity
mate,メイト,the officer below the master on a commercial ship
mathematical,数学の,of or pertaining to or of the nature of mathematics
mature,成熟しました,develop and reach maturity; undergo maturation
mausoleum,霊廟,"a large burial chamber, usually above ground"
mean,平均,an average of n numbers computed by adding some function of the numbers and dividing by some function of n
means,手段,how a result is obtained or an end is achieved
mechanize,Mechanizeの,equip with armed and armored motor vehicles
media,メディア,a means or instrumentality for storing or communicating information
medication,投薬,(medicine) something that treats or prevents or alleviates the symptoms of disease
medieval,中世の,relating to or belonging to the Middle Ages
mediocre,平凡,moderate to inferior in quality
melody,メロディー,a succession of notes forming a distinctive sequence
memorial,追悼,a recognition of meritorious service
mentor,師匠,a wise and trusted guide and advisor
merchandise,商品,commodities offered for sale
mercy,慈悲,leniency and compassion shown toward offenders by a person or agency charged with administering justice
merge,マージ,become one
merger,合併,the combination of two or more commercial companies
mess,乱雑,a state of confusion and disorderliness
messenger,メッセンジャー,a person who carries a message
metaphor,比喩,a figure of speech in which an expression is used to refer to something that it does not literally denote in order to suggest a similarity
metric,メトリック,"a function of a topological space that gives, for any two points in the space, a value equal to the distance between them"
micro,マイクロ,extremely small in scale or scope or capability
microbe,微生物,a minute life form (especially a disease-causing bacterium); the term is not in technical use
microcomputer,マイクロコンピューター,a small digital computer based on a microprocessor and designed to be used by one person at a time
micrometer,ミクロメーター,a metric unit of length equal to one millionth of a meter
microorganism,微生物,any organism of microscopic size
microphone,マイクロフォン,device for converting sound waves into electrical energy
microscope,顕微鏡,magnifier of the image of small objects
microscopic,微視的,of or relating to or used in microscopy
microscopy,顕微鏡,research with the use of microscopes
microwave,マイクロ波,"a short electromagnetic wave (longer than infrared but shorter than radio waves); used for radar and microwave ovens and for transmitting telephone, facsimile, video and data"
midst,真ん中,the location of something surrounded by other things
mighty,強いです,having or showing great strength or force or intensity; ; ; - Bulwer-Lytton
migration,移動,the movement of persons from one country or locality to another
mill,工場,a plant consisting of one or more buildings with facilities for manufacturing
millimeter,ミリメートル,a metric unit of length equal to one thousandth of a meter
millionaire,富豪,a person whose material wealth is valued at more than a million dollars
mimic,ミミック,someone who mimics (especially an actor or actress)
mine,私の,excavation in the earth from which ores and minerals are extracted
miniature,ミニアチュア,painting or drawing included in a book (especially in illuminated medieval manuscripts)
minister,牧師,a person authorized to conduct religious worship
mint,ミント,(often followed by `of') a large number or amount or extent
misconception,誤解,an incorrect conception
misfortune,不幸,unnecessary and unforeseen trouble resulting from an unfortunate event
misleading,誤解を招きます,lead someone in the wrong direction or give someone wrong directions
missile,ミサイル,a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control
mist,靄,a thin fog with condensation near the ground
mistreat,虐待,treat badly
mistrustful,mistrustful,openly distrustful and unwilling to confide
misunderstand,誤解,interpret in the wrong way
mix,ミックス,a commercially prepared mixture of dry ingredients
mixture,混合,(chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding)
mobility,可動性,the quality of moving freely
mock,疑似,the act of mocking or ridiculing
modernization,近代化,making modern in appearance or behavior
modernize,近代化します,"make repairs, renovations, revisions or adjustments to"
modest,控えめ,marked by simplicity; having a humble opinion of yourself
modification,変形,the act of making something different (as e.g. the size of a garment)
mogul,長者,a bump on a ski slope
mold,型,the distinctive form in which a thing is made
momentarily,すぐに,for an instant or moment
momentary,瞬間の,lasting for a markedly brief time
monastery,修道院,the residence of a religious community
moody,ムーディー,United States tennis player who dominated women's tennis in the 1920s and 1930s (1905-1998)
moonlight,月光,the light of the Moon
moral,道徳の,the significance of a story or event
morality,道徳,concern with the distinction between good and evil or right and wrong; right or good conduct
morally,道徳的に,with respect to moral principles
mortal,人間,a human being
mortar,モルタル,a muzzle-loading high-angle gun with a short barrel that fires shells at high elevations for a short range
mortgage,モーゲージ,a conditional conveyance of property as security for the repayment of a loan
mortify,悔しい思いをさせます,practice self-denial of one's body and appetites
mother-in-law,義理の母,the mother of your spouse
motion,モーション,the use of movements (especially of the hands) to communicate familiar or prearranged signals
motivated,やる気,give an incentive for action
motorbike,モーターバイク,small motorcycle with a low frame and small wheels and elevated handlebars
motorist,モータリスト,someone who drives (or travels in) an automobile
mount,マウント,a lightweight horse kept for riding only
mournful,陰気,expressing sorrow
mover,ムーバー,workman employed by a moving company
moving,移動します,"change location; move, travel, or proceed, also metaphorically"
muddy,泥状,dirty with mud
multiple,複数,the product of a quantity by an integer
multiply,かける,combine by multiplication
mumble,口篭ります,a soft indistinct utterance
murmur,つぶやき,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech
muse,ミューズ,in ancient Greek mythology any of 9 daughters of Zeus and Mnemosyne; protector of an art or science
musical,ミュージカル,a play or film whose action and dialogue is interspersed with singing and dancing
mustache,口ひげ,an unshaved growth of hair on the upper lip
mutability,有為転変,the quality of being capable of mutation
mutable,可変,capable of or tending to change in form or quality or nature
mutter,つぶやき,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech
mutton,マトン,meat from a mature domestic sheep
mystify,MYSTIFY,be a mystery or bewildering to
narcissistic,自己陶酔,characteristic of those having an inflated idea of their own importance
narrator,ナレーター,someone who tells a story
narrowly,辛うじて,in a narrow manner; not allowing for exceptions
nationwide,全国の,occurring or extending throughout a country or nation
naughty,いたずらな,suggestive of sexual impropriety
naval,海軍の,connected with or belonging to or used in a navy
navigate,ナビゲート,travel on water propelled by wind or by other means
navigation,ナビゲーション,the guidance of ships or airplanes from place to place
navy,海軍,an organization of military vessels belonging to a country and available for sea warfare
neat,すっきり,clean or organized
necessarily,必ずしも,in an essential manner
necessity,必要性,the condition of being essential or indispensable
need,必要,a condition requiring relief
needless,不必要,the leaf of a conifer
needy,貧しいです,needy people collectively
negatively,マイナス,in a harmful manner
neglect,忘れる,lack of attention and due care
neighboring,近接,live or be located as a neighbor
neither,どちらもありません,not either; not one or the other
nerve,神経,any bundle of nerve fibers running to various organs and tissues of the body
nerves,神経,an uneasy psychological state
nervously,いらいらして,in an anxiously nervous manner
neurosis,神経症,a mental or personality disturbance not attributable to any known neurological or organic dysfunction
newscaster,ニュースキャスター,someone who broadcasts the news
newsworthy,報道価値,sufficiently interesting to be reported in a newspaper
next,次,immediately following in time or order
nicely,うまく,in a nice way
nightclub,ナイトクラブ,a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink
nightmare,悪夢,a situation resembling a terrifying dream
nobility,高潔,a privileged class holding hereditary titles
noble,ノーブル,a titled peer of the realm
nobleman,貴人,a titled peer of the realm
nod,うなずき,a sign of assent or salutation or command
nomad,遊牧民,a member of a people who have no permanent home but move about according to the seasons
nomination,指名,the act of officially naming a candidate
nominee,ノミネート,a politician who is running for public office
nonprofessional,アマチュアの,not professional; not engaged in a profession or engaging in as a profession or for gain
northward,北方,the cardinal compass point that is at 0 or 360 degrees
nostril,鼻孔,either one of the two external openings to the nasal cavity in the nose
nought,無,a mathematical element that when added to another number yields the same number
nourish,養います,provide with nourishment
nourishment,栄養,a source of materials to nourish the body
novelty,ノベルティー,originality by virtue of being refreshingly novel
now,今,the momentary present
nuisance,ニューサンス,(law) a broad legal concept including anything that disturbs the reasonable use of your property or endangers life and health or is offensive
numerical,数の,measured or expressed in numbers
nursery,保育所,a child's room for a baby
nut,ナット,usually large hard-shelled seed
nutshell,一言で言えば,the shell around the kernel of a nut
oath,誓い,profane or obscene expression usually of surprise or anger
obedience,従順,the act of obeying; dutiful or submissive behavior with respect to another person
obedient,従順の,dutifully complying with the commands or instructions of those in authority; ; ; ; - Edmund Burke
obey,従う,be obedient to
obituary,死亡記事,a notice of someone's death; usually includes a short biography
object,オブジェクト,a tangible and visible entity; an entity that can cast a shadow
objective,目的,the goal intended to be attained (and which is believed to be attainable)
obligation,義務,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr
observer,観察者,a person who becomes aware (of things or events) through the senses
obsess,取りつきます,a major river of western Siberia; flows generally northward and westward to the Gulf of Ob and the Kara Sea
obsession,強迫観念,"an irrational motive for performing trivial or repetitive actions, even against your will"
obsessive,強迫,a person who has obsessions
odd,奇妙な,not divisible by two
offend,怒らせます,cause to feel resentment or indignation
offender,違反者,a person who transgresses moral or civil law
offense,犯罪,a lack of politeness; a failure to show regard for others; wounding the feelings or others
offhand,手軽,with little or no preparation or forethought
official,公式,a worker who holds or is invested with an office
offshore,オフショア,(of winds) coming from the land
ointment,軟膏,semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation
olive,オリーブ,small ovoid fruit of the European olive tree; important food and source of oil
Olympia,オリンピア,capital of the state of Washington; located in western Washington on Puget Sound
Olympiad,オリンピアード,one of the four-year intervals between Olympic Games; used to reckon time in ancient Greece for twelve centuries beginning in 776 BC
once,一度,on one occasion
openly,公然と,in an open way
operator,オペレーター,(mathematics) a symbol or function representing a mathematical operation
opponent,相手,a contestant that you are matched against
optimism,楽観,the optimistic feeling that all is going to turn out well
optimist,楽天家,a person disposed to take a favorable view of things
optimistic,楽観的,expecting the best in this best of all possible worlds
optional,オプショナル,possible but not necessary; left to personal choice
oral,オーラル,an examination conducted by spoken communication
orator,雄弁家,a person who delivers a speech or oration
orchestral,オーケストラの,relating to or composed for an orchestra
orchid,蘭,any of numerous plants of the orchid family usually having flowers of unusual shapes and beautiful colors
organizer,主催者,a person who brings order and organization to an enterprise
original,元の,"an original creation (i.e., an audio recording) from which copies can be made"
originality,独創,the ability to think and act independently
originally,元々,in an original manner
originate,始まります,come into existence; take on form or shape
ornament,オーナメント,something used to beautify
ounce,オンス,a unit of apothecary weight equal to 480 grains or one twelfth of a pound
outback,アウトバック,the bush country of the interior of Australia
outbreak,アウトブレイク,a sudden violent spontaneous occurrence (usually of some undesirable condition)
outcome,結果,something that results
outdistance,追い越します,go far ahead of
outdo,に勝る,be or do something to a greater degree
outfit,服,any cohesive unit such as a military company
outgrow,OUTGROW,grow too large or too mature for
outing,外出,a journey taken for pleasure
outlet,出口,a place of business for retailing goods
outline,概要,the line that appears to bound an object
outlive,長生きします,live longer than
outlook,見通し,a habitual or characteristic mental attitude that determines how you will interpret and respond to situations
outpatient,外来患者,a patient who does not reside in the hospital where he is being treated
output,出力,final product; the things produced
outrage,暴虐,a feeling of righteous anger
outrageous,とんでもありません,grossly offensive to decency or morality; causing horror
outshine,光って,shine brighter than
outside,外側,the region that is outside of something
outsider,アウトサイダー,someone who is excluded from or is not a member of a group
outskirts,近郊,outlying areas (as of a city or town)
outwardly,外側に,with respect to the outside
oval,小判,a closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it
overall,全体,(usually plural) work clothing consisting of denim trousers (usually with a bib and shoulder straps)
overboard,船外,to extremes
overcoat,オーバーコート,a heavy coat worn over clothes in winter
overemphasize,過度に強調,place special or excessive emphasis on
overestimate,過大評価,an appraisal that is too high
overhear,小耳に挟みます,"hear, usually without the knowledge of the speakers"
overlap,オーバーラップ,a representation of common ground between theories or phenomena
overlook,見落とします,a high place affording a good view
overly,過度,to a degree exceeding normal or proper limits
overseas,海外の,in a foreign country
overshadow,見劣りさせる,be greater in significance than
oversize,特大,larger than normal for its kind
overstep,オーバーステップ,pass beyond (limits or boundaries)
overtake,追い越し,catch up with and possibly overtake
overthrow,打倒,the termination of a ruler or institution (especially by force)
overtime,時間とともに,work done in addition to regular working hours
overturn,覆す,the act of upsetting something
owl,梟,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes
ox,牛,an adult castrated bull of the genus Bos; especially Bos taurus
ozone,オゾン,a colorless gas (O3) soluble in alkalis and cold water; a strong oxidizing agent; can be produced by electric discharge in oxygen or by the action of ultraviolet radiation on oxygen in the stratosphere (where it acts as a screen for ultraviolet radiation)
pa,PA,an informal term for a father; probably derived from baby talk
packed,パック,arrange in a container
packet,パケット,a collection of things wrapped or boxed together
pad,パッド,a number of sheets of paper fastened together along one edge
paintbrush,絵筆,a brush used as an applicator (to apply paint)
pajamas,パジャマ,a pair of loose trousers tied by a drawstring around the waist; worn by men and women in some Asian countries
pallet,パレット,the range of colour characteristic of a particular artist or painting or school of art
pancake,パンケーキ,a flat cake of thin batter fried on both sides on a griddle
pandemic,パンデミック,an epidemic that is geographically widespread; occurring throughout a region or even throughout the world
panel,パネル,sheet that forms a distinct (usually flat and rectangular) section or component of something
panic,パニック,an overwhelming feeling of fear and anxiety
papaya,パパイヤ,tropical American shrub or small tree having huge deeply palmately cleft leaves and large oblong yellow fruit
paperwork,事務処理,work that involves handling papers: forms or letters or reports etc.
parade,パレード,a ceremonial procession including people marching
paradox,逆説,(logic) a statement that contradicts itself
paralysis,麻痺,loss of the ability to move a body part
paramedic,救急,a person trained to assist medical professionals and to give emergency medical treatment
paratrooper,空挺隊員,a soldier in the paratroops
parliament,議会,a legislative assembly in certain countries
part,部,something determined in relation to something that includes it
participation,参加,the act of sharing in the activities of a group
particle,粒子,(nontechnical usage) a tiny piece of anything
particular,特定の,a fact about some part (as opposed to general)
partisan,パルチザン,a fervent and even militant proponent of something
partnership,パートナーシップ,the members of a business venture created by contract
passionate,熱烈,having or expressing strong emotions
passionately,情熱的に,with passion
pastor,牧師,a person authorized to conduct religious worship
pastoral,パストラル,a musical composition that evokes rural life
patch,パッチ,a small contrasting part of something
patiently,根気よく,with patience; in a patient manner
patriot,愛国者,one who loves and defends his or her country
patriotic,愛国,inspired by love for your country
patriotism,愛国心,love of country and willingness to sacrifice for it
patron,パトロン,a regular customer
pave,舗装,a setting with precious stones so closely set that no metal shows
pavement,舗装,the paved surface of a thoroughfare
paw,足,a clawed foot of an animal especially a quadruped
pawnbroker,質屋,a person who lends money at interest in exchange for personal property that is deposited as security
pawnshop,質屋,a shop where loans are made with personal property as security
payment,支払い,a sum of money paid or a claim discharged
peacefully,平和に,in a peaceful manner
peach,桃,cultivated in temperate regions
peak,ピーク,the most extreme possible amount or value
pearl,パール,a smooth lustrous round structure inside the shell of a clam or oyster; much valued as a jewel
pebble,小石,a small smooth rounded rock
pedal,ペダル,a sustained bass note
pedantic,ペダンチック,marked by a narrow focus on or display of learning especially its trivial aspects
pedestrian,歩行者,a person who travels by foot
pee,おしっこ,liquid excretory product
peel,皮,British politician (1788-1850)
peep,ピープ,the short weak cry of a young bird
peer,仲間,a person who is of equal standing with another in a group
peg,くいです,a wooden pin pushed or driven into a surface
penalize,PENALIZE,impose a penalty on; inflict punishment on
penalty,ペナルティ,the act of punishing
penetrate,貫通,"pass into or through, often by overcoming resistance"
penguin,ペンギン,short-legged flightless birds of cold southern especially Antarctic regions having webbed feet and wings modified as flippers
penicillin,ペニシリン,any of various antibiotics obtained from Penicillium molds (or produced synthetically) and used in the treatment of various infections and diseases
pension,年金,a regular payment to a person that is intended to allow them to subsist without working
pentagon,五角形,a government building with five sides that serves as the headquarters of the United States Department of Defense
perceive,気付きます,to become aware of through the senses
percentage,パーセンテージ,a proportion in relation to a whole (which is usually the amount per hundred)
perception,知覚,the representation of what is perceived; basic component in the formation of a concept
permanence,永続,the property of being able to exist for an indefinite duration
permeate,透過液,spread or diffuse through
perseverance,根気,persistent determination
persist,持続,continue to exist
persistence,固執,the property of a continuous and connected period of time
persistent,持続的,never-ceasing
personification,擬人,a person who represents an abstract quality
personify,擬人化します,invest with or as with a body; give body to
personnel,人員,group of people willing to obey orders
perspective,展望,a way of regarding situations or topics etc.
perspiration,汗,salty fluid secreted by sweat glands
persuasion,説得,the act of persuading (or attempting to persuade); communication intended to induce belief or action
pessimist,厭世家,a person who expects the worst
pessimistic,悲観的,expecting the worst possible outcome
petrified,石化,cause to become stonelike or stiff or dazed and stunned
petty,ささいな,larceny of property having a value less than some amount (the amount varies by locale)
pH,pH値,(from potential of Hydrogen) the logarithm of the reciprocal of hydrogen-ion concentration in gram atoms per liter; provides a measure on a scale from 0 to 14 of the acidity or alkalinity of a solution (where 7 is neutral and greater than 7 is more basic and less than 7 is more acidic)
pharmacist,薬剤師,a health professional trained in the art of preparing and dispensing drugs
phase,段階,any distinct time period in a sequence of events
philosophical,哲学的,of or relating to philosophy or philosophers
photograph,写真,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material
physician,医師,a licensed medical practitioner
pi,パイ,the ratio of the circumference to the diameter of a circle; approximately equal to 3.14159265358979323846...
pickle,漬けます,vegetables (especially cucumbers) preserved in brine or vinegar
picky,選り好み,exacting especially about details
picture,画像,a visual representation (of an object or scene or person or abstraction) produced on a surface
picturesque,絵,suggesting or suitable for a picture; pretty as a picture
pillowcase,枕カバー,bed linen consisting of a cover for a pillow
pin,ピン,a piece of jewelry that is pinned onto the wearer's garment
pine,パイン,a coniferous tree
pint,パイント,a British imperial capacity measure (liquid or dry) equal to 4 gills or 568.26 cubic centimeters
piracy,著作権侵害,hijacking on the high seas or in similar contexts; taking a ship or plane away from the control of those who are legally entitled to it
pirate,海賊,someone who uses another person's words or ideas as if they were his own
pitch,ピッチ,the property of sound that varies with variation in the frequency of vibration
plague,ペスト,a serious (sometimes fatal) infection of rodents caused by Yersinia pestis and accidentally transmitted to humans by the bite of a flea that has bitten an infected animal
planning,プランニング,an act of formulating a program for a definite course of action
playmate,遊び相手,a companion at play
playwright,劇作家,someone who writes plays
plead,申し立てます,appeal or request earnestly
plot,プロット,a secret scheme to do something (especially something underhand or illegal)
pluck,摘みます,the trait of showing courage and determination in spite of possible loss or injury
plug,プラグ,blockage consisting of an object designed to fill a hole tightly
plum,梅,any of several trees producing edible oval fruit having a smooth skin and a single hard stone
plumber,配管工,a craftsman who installs and repairs pipes and fixtures and appliances
plus,プラス,a useful or valuable quality
pneumonia,肺炎,respiratory disease characterized by inflammation of the lung parenchyma (excluding the bronchi) with congestion caused by viruses or bacteria or irritants
pointless,無意味,not having a point especially a sharp point
poison,毒,any substance that causes injury or illness or death of a living organism
polio,ポリオ,an acute viral disease marked by inflammation of nerve cells of the brain stem and spinal cord
polish,研磨,the property of being smooth and shiny
politeness,礼儀正しさ,a courteous manner that respects accepted social usage
politically,政治的に,with regard to social relationships involving authority
polity,政治形態,the form of government of a social organization
polo,ポロ,Venetian traveler who explored Asia in the 13th century and served Kublai Khan (1254-1324)
ponder,ポンダー,reflect deeply on a subject
pop,ポップ,an informal term for a father; probably derived from baby talk
popularity,人気,the quality of being widely admired or accepted or sought after
popularize,普及,cater to popular taste to make popular and present to the general public; bring into general or common use
porch,ポーチ,a structure attached to the exterior of a building often forming a covered entrance
portion,部分,something determined in relation to something that includes it
pose,ポーズ,affected manners intended to impress others
posh,しゃれました,elegant and fashionable; ; ; ; - Julia Child
possessed,保有,"have as an attribute, knowledge, or skill"
postal,郵便,of or relating to the system for delivering mail
postpone,後回し,hold back to a later time
potent,効能ある,having great influence
potential,潜在的な,the inherent capacity for coming into being
potentially,潜在的に,with a possibility of becoming actual
pound,ポンド,16 ounces avoirdupois
powder,パウダー,a solid substance in the form of tiny loose particles; a solid that has been pulverized
powerfully,力強く,in a powerful manner
practicality,実用性,concerned with actual use rather than theoretical possibilities
practically,実際に,almost; nearly
praise,賞賛,an expression of approval and commendation
prance,跳ねます,a proud stiff pompous gait
prawn,海老,any of various edible decapod crustaceans
precede,先行,be earlier in time; go back further
precisely,ちょうど,indicating exactness or preciseness
predicament,苦境,a situation from which extrication is difficult especially an unpleasant or trying one
predicate,述語,(logic) what is predicated of the subject of a proposition; the second term in a proposition is predicated of the first term by means of the copula
predicative,叙述,of adjectives; relating to or occurring within the predicate of a sentence
predictable,予測可能な,capable of being foretold
predictive,予測,of or relating to prediction; having value for making predictions
predictor,予測因子,someone who makes predictions of the future (usually on the basis of special knowledge)
prefect,知事,a chief officer or chief magistrate
preferable,好ましい,more desirable than another
preferably,好ましく,more readily or willingly
prehistoric,有史以前の,belonging to or existing in times before recorded history
prejudge,プレジャッジ,"judge beforehand, especially without sufficient evidence"
preliminary,予備的,a minor match preceding the main event
preoccupy,先占,engage or engross the interest or attention of beforehand or occupy urgently or obsessively
prescribe,プリスク,issue commands or orders for
present,現在,the period of time that is happening now; any continuous stretch of time including the moment of speech
presenter,プレゼンター,someone who presents a message of some sort (as a petition or an address or a check or a memorial etc.)
presidency,大統領,the tenure of a president
presidential,大統領の,relating to a president or presidency
prestige,威信,a high standing achieved through success or influence or wealth etc.
prestigious,名門,having an illustrious reputation; respected
presumably,おそらく,by reasonable assumption
pretend,偽ります,the enactment of a pretense
prevail,勝ちます,"be larger in number, quantity, power, status or importance"
prevention,防止,the act of preventing
preventive,予防の,remedy that prevents or slows the course of an illness or disease
previously,以前に,at an earlier time or formerly
price,価格,the property of having material worth (often indicated by the amount of money something would bring if sold)
priceless,貴重,"having incalculable monetary, intellectual, or spiritual worth"
prick,刺します,insulting terms of address for people who are stupid or irritating or ridiculous
primary,主要,a preliminary election where delegates or nominees are chosen
prime,プライム,a number that has no factor but itself and 1
principal,主要な,the original amount of a debt on which interest is calculated
prior,事前,the head of a religious order; in an abbey the prior is next below the abbot
priority,優先,status established in order of importance or urgency
privately,個人的に,kept private or confined to those intimately concerned
privilege,特権,a special advantage or immunity or benefit not enjoyed by all
probable,ありそう,an applicant likely to be chosen
probe,調査,an inquiry into unfamiliar or questionable activities
procedure,手順,a particular course of action intended to achieve a result
process,処理する,a particular course of action intended to achieve a result
professional,プロフェッショナル,a person engaged in one of the learned professions
profile,プロフィール,an analysis (often in graphical form) representing the extent to which something exhibits various characteristics
profit,利益,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)
profitable,有益,yielding material gain or profit
programmer,プログラマー,a person who designs and writes and tests computer programs
programming,プログラミング,setting an order and time for planned events
progress,進捗,gradual improvement or growth or development
prohibit,禁止します,command against
project,事業,any piece of work that is undertaken or attempted
projection,投影,a prediction made by extrapolating from past observations
prom,ダンスパーティー,a formal ball held for a school class toward the end of the academic year
prominence,プロミネンス,the state of being prominent: widely known or eminent
prompt,促す,a cue given to a performer (usually the beginning of the next line to be spoken)
promptly,即時,with little or no delay
proponent,提案者,a person who pleads for a cause or propounds an idea
proposed,提案,"make a proposal, declare a plan for something"
prose,散文,ordinary writing as distinguished from verse
prosecute,起訴します,conduct a prosecution in a court of law
prospect,見込み,the possibility of future success
prosper,繁栄,make steady progress; be at the high point in one's career or reach a high point in historical significance or importance
protest,抗議,a formal and solemn declaration of objection
proudly,誇らしげ,with pride; in a proud manner
proven,証明,be shown or be found to be
province,州,the territory occupied by one of the constituent administrative districts of a nation
provision,規定,a stipulated condition
proximity,近接,the property of being close together
psychologically,心理的に,with regard to psychology
psychology,心理学,the science of mental life
publication,出版,a copy of a printed work offered for distribution
publicity,宣伝,a message issued in behalf of some product or cause or idea or person or institution
publicize,公表,make public
pudding,プリン,any of various soft thick unsweetened baked dishes
pulse,パルス,(electronics) a sharp transient wave in the normal electrical state (or a series of such transients)
pumpkin,かぼちゃ,a coarse vine widely cultivated for its large pulpy round orange fruit with firm orange skin and numerous seeds; subspecies of Cucurbita pepo include the summer squashes and a few autumn squashes
punch,パンチ,(boxing) a blow with the fist
punctual,パンクチュアル,acting or arriving or performed exactly at the time appointed
punctuality,正確,the quality or habit of adhering to an appointed time
purchase,購入,the acquisition of something for payment
purposeful,故意の,serving as or indicating the existence of a purpose or goal
pursuit,追撃,the act of pursuing in an effort to overtake or capture
puzzled,困惑,be a mystery or bewildering to
qualification,資格,an attribute that must be met or complied with and that fits a person for something
quantify,定量化,use as a quantifier
quarantine,検疫,enforced isolation of patients suffering from a contagious disease in order to prevent the spread of disease
quarrel,けんか,an angry dispute
quarrelsome,争い好き,given to quarreling
queer,奇妙,offensive term for an openly homosexual man
query,質問,an instance of questioning
question,質問,an instance of questioning
queue,キュー,a line of people or vehicles waiting for something
quiet,静か,a period of calm weather
quit,終了する,put an end to a state or an activity
quotable,quotable,able or fit to be repeated or quoted
quotation,引用,a short note recognizing a source of information or of a quoted passage
quote,見積もり,a punctuation mark used to attribute the enclosed text to someone else
racism,人種差別主義,the prejudice that members of one race are intrinsically superior to members of other races
racist,人種差別主義者,a person with a prejudiced belief that one race is superior to others
rack,ラック,framework for holding objects
radar,レーダー,measuring instrument in which the echo of a pulse of microwave radiation is used to detect and locate distant objects
radiate,放射状,send out rays or waves
radical,ラジカル,(chemistry) two or more atoms bound together as a single unit and forming part of a molecule
radically,根本,in a radical manner
radium,ラジウム,an intensely radioactive metallic element that occurs in minute amounts in uranium ores
rafter,垂木,one of several parallel sloping beams that support a roof
rag,ぼろ,a small piece of cloth or paper
rainbow,虹,an arc of colored light in the sky caused by refraction of the sun's rays by rain
rainstorm,荒れ,a storm with rain
rally,ラリー,a large gathering of people intended to arouse enthusiasm
ram,羊,the most common computer memory which can be used by programs to perform necessary tasks while the computer is on; an integrated circuit memory chip allows information to be stored or accessed in any order and all storage locations are equally accessible
ramp,ランプ,an inclined surface connecting two levels
range,範囲,an area in which something acts or operates or has power or control:
ranger,部隊,a member of the Texas state highway patrol; formerly a mounted lawman who maintained order on the frontier
rape,レイプ,Eurasian plant cultivated for its seed and as a forage crop
rash,発疹,any red eruption of the skin
rate,割合,a magnitude or frequency relative to a time unit
rattle,ガラガラ,a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders)
ravage,破壊,(usually plural) a destructive action
reaction,反応,(chemistry) a process in which one or more substances are changed into others
readily,容易に,without much difficulty
realization,実現,coming to understand something clearly and distinctly
rear,リア,the back of a military formation or procession
reasonably,合理的に,to a moderately sufficient extent or degree
rebel,反乱,`Johnny' was applied as a nickname for Confederate soldiers by the Federal soldiers in the American Civil War; `greyback' derived from their grey Confederate uniforms
rebellious,反抗の,resisting control or authority
recession,不況,the state of the economy declines; a widespread decline in the GDP and employment and trade lasting from six months to a year
recipe,レシピ,directions for making something
reckon,数えます,"expect, believe, or suppose"
recognition,認識,the state or quality of being recognized or acknowledged
recollect,憶えます,recall knowledge from memory; have a recollection
recollection,追憶,the ability to recall past occurrences
recommendation,勧告,something (as a course of action) that is recommended as advisable
reconsider,考え直します,consider again; give new consideration to; usually with a view to changing
recreation,レクリエーション,an activity that diverts or amuses or stimulates
